gene_id	gene_name	3_2_L3	3_4_L3	3_7_L3	P1_L3	P2_L3	P3_L3
ENSG00000269877.3	ENSG00000269877	0	0	0	0	0	0
ENSG00000269885.1	VN1R79P	0	0	0	0	0	0
ENSG00000269892.1	ENSG00000269892	15	23	5	20	6	29
ENSG00000269911.1	FAM226B	1	0	0	1	0	0
ENSG00000269918.1	ENSG00000269918	0	0	0	0	0	0
ENSG00000269927.1	ENSG00000269927	0	107	34	0	0	0
ENSG00000269931.2	ENSG00000269931	0	0	0	0	0	0
ENSG00000269933.1	ENSG00000269933	0	0	0	0	0	0
ENSG00000269934.3	ENSG00000269934	7	4	2	1	2	2
ENSG00000269945.1	ENSG00000269945	0	2	0	0	0	0
ENSG00000269947.1	ENSG00000269947	22	7	40	16	12	20
ENSG00000269950.1	ENSG00000269950	3	0	1	0	1	0
ENSG00000269954.2	ENSG00000269954	5	151	95	5	3	6
ENSG00000269957.6	ENSG00000269957	0	0	0	0	0	0
ENSG00000269964.4	MEI4	0	2	4	0	1	0
ENSG00000269986.1	ENSG00000269986	0	0	0	0	0	0
ENSG00000269989.1	ENSG00000269989	0	0	0	0	0	0
ENSG00000269993.1	ENSG00000269993	0	0	0	0	1	1
ENSG00000270002.1	ENSG00000270002	29	30	13	23	14	14
ENSG00000270017.1	ENSG00000270017	0	0	0	0	0	0
ENSG00000270020.1	ENSG00000270020	6	2	1	2	1	1
ENSG00000270036.1	ENSG00000270036	2	5	1	2	3	3
ENSG00000270038.1	ENSG00000270038	0	0	0	0	0	0
ENSG00000270052.1	ENSG00000270052	1	0	1	0	1	6
ENSG00000270071.5	ENSG00000270071	0	0	0	0	2	0
ENSG00000270073.1	TSPY6P	0	0	0	0	0	0
ENSG00000270076.1	ENSG00000270076	0	0	0	0	0	0
ENSG00000270090.5	ENSG00000270090	0	0	0	0	0	0
ENSG00000270100.1	ENSG00000270100	0	0	0	0	0	0
ENSG00000270104.1	ENSG00000270104	0	4	1	0	3	4
ENSG00000270110.2	ENSG00000270110	17	9	6	13	15	13
ENSG00000270111.4	CELF2-DT	0	0	0	0	0	0
ENSG00000270112.5	ST8SIA5-DT	0	2	0	1	1	1
ENSG00000270114.1	ENSG00000270114	0	0	0	0	0	0
ENSG00000270118.1	ENSG00000270118	0	0	0	0	0	0
ENSG00000270123.4	VTRNA2-1	0	0	0	0	0	0
ENSG00000270127.2	ENSG00000270127	51	21	15	10	9	21
ENSG00000270131.1	ENSG00000270131	0	0	0	0	0	0
ENSG00000270139.1	ENSG00000270139	0	0	0	0	0	0
ENSG00000270141.3	TERC	0	0	0	0	0	0
ENSG00000270164.3	LINC01480	4	0	0	10	0	0
ENSG00000270166.1	ENSG00000270166	0	0	0	0	0	0
ENSG00000270182.1	ENSG00000270182	0	0	0	1	0	0
ENSG00000270185.1	IGHD1OR15-1B	0	0	0	0	0	0
ENSG00000270187.1	IGKV1OR2-11	0	0	0	0	0	0
ENSG00000270191.1	BNIP3P31	0	0	0	0	0	0
ENSG00000270192.1	MRPS35P3	0	0	0	0	0	0
ENSG00000270193.1	ENSG00000270193	0	0	0	0	0	0
ENSG00000270196.1	GTF3C6P3	0	0	0	0	0	0
ENSG00000270200.1	ENSG00000270200	0	0	0	0	0	0
ENSG00000270202.1	ENSG00000270202	0	0	0	0	0	0
ENSG00000270204.1	ENSG00000270204	0	0	0	0	0	0
ENSG00000270207.2	ENSG00000270207	0	0	0	0	0	0
ENSG00000270210.1	ENSG00000270210	13	11	1	4	16	29
ENSG00000270212.1	ENSG00000270212	0	0	0	0	0	0
ENSG00000270222.1	DUXAP11	0	0	0	0	0	0
ENSG00000270225.1	MTCO2P22	0	0	0	0	0	0
ENSG00000270226.1	ENSG00000270226	0	0	0	0	0	0
ENSG00000270230.1	MTND6P22	0	0	0	0	0	0
ENSG00000270232.1	MTCYBP22	0	0	0	0	0	0
ENSG00000270234.1	ENSG00000270234	0	0	0	0	0	0
ENSG00000270240.2	ENSG00000270240	4	0	0	9	0	0
ENSG00000270241.1	ENSG00000270241	0	0	0	0	0	0
ENSG00000270242.1	ACTR3BP1	0	0	0	0	0	0
ENSG00000270243.1	ENSG00000270243	0	0	0	0	0	0
ENSG00000270244.1	ENSG00000270244	0	0	0	0	0	0
ENSG00000270248.1	ENSG00000270248	0	0	0	0	0	0
ENSG00000270251.1	ENSG00000270251	0	0	0	0	0	0
ENSG00000270252.1	IGKV3OR2-5	0	0	0	0	0	0
ENSG00000270259.2	ENSG00000270259	0	1	0	0	0	0
ENSG00000270265.1	ENSG00000270265	0	0	1	0	0	0
ENSG00000270268.1	CORO1CP1	0	0	0	0	0	0
ENSG00000270270.1	BNIP3P10	0	0	0	0	0	0
ENSG00000270273.1	ENSG00000270273	0	0	0	0	0	0
ENSG00000270275.1	TRMT112P7	0	0	0	0	0	0
ENSG00000270279.1	ENSG00000270279	0	0	0	0	0	0
ENSG00000270280.1	SMIM15P1	0	0	0	0	0	0
ENSG00000270281.1	ENSG00000270281	0	0	0	0	0	0
ENSG00000270287.1	ENSG00000270287	0	0	0	0	0	0
ENSG00000270289.1	ENSG00000270289	0	0	0	0	0	0
ENSG00000270293.1	ENSG00000270293	0	0	0	0	0	0
ENSG00000270294.1	XIAPP1	0	0	1	1	0	1
ENSG00000270302.1	ENSG00000270302	0	0	0	0	0	0
ENSG00000270304.1	ENSG00000270304	0	0	0	0	0	0
ENSG00000270306.1	ENSG00000270306	0	0	0	0	0	0
ENSG00000270307.1	MTATP6P2	0	0	0	0	0	0
ENSG00000270308.1	TEX101P1	0	0	0	0	0	0
ENSG00000270317.1	ENSG00000270317	0	0	0	0	0	0
ENSG00000270318.1	IGHV3OR16-11	0	0	0	0	0	0
ENSG00000270321.2	ENSG00000270321	0	0	8	0	0	0
ENSG00000270323.1	ENSG00000270323	0	0	0	0	0	0
ENSG00000270325.1	BNIP3P9	0	0	0	0	0	0
ENSG00000270326.1	SMIM15P2	0	0	0	0	0	0
ENSG00000270328.1	ENSG00000270328	0	0	0	0	0	0
ENSG00000270332.4	SMC2-DT	8	1	4	15	9	17
ENSG00000270333.1	ENSG00000270333	0	0	0	0	0	0
ENSG00000270335.1	ENSG00000270335	0	0	0	0	0	0
ENSG00000270336.1	ENSG00000270336	0	0	0	0	0	0
ENSG00000270342.1	ENSG00000270342	0	0	0	0	0	0
ENSG00000270347.1	ENSG00000270347	0	0	0	0	0	0
ENSG00000270350.1	MTND4LP5	0	0	0	0	0	0
ENSG00000270354.1	ENSG00000270354	0	0	0	0	0	0
ENSG00000270356.1	IGHV1OR15-4	0	0	0	0	0	0
ENSG00000270359.1	ENSG00000270359	0	0	0	0	0	0
ENSG00000270367.1	ENSG00000270367	0	0	0	0	0	0
ENSG00000270369.1	ENSG00000270369	0	0	0	0	0	0
ENSG00000270371.1	ATP6V1G1P1	0	0	0	0	0	0
ENSG00000270372.1	ENSG00000270372	0	0	0	0	0	0
ENSG00000270378.1	ENSG00000270378	0	0	0	0	0	0
ENSG00000270380.1	ENSG00000270380	0	0	0	0	0	0
ENSG00000270382.1	ENSG00000270382	0	0	0	0	0	0
ENSG00000270388.1	MTCO3P22	0	0	0	0	0	0
ENSG00000270395.1	MREGP1	0	0	0	0	0	0
ENSG00000270397.1	ENSG00000270397	0	0	0	0	0	0
ENSG00000270400.1	ENSG00000270400	0	0	0	0	0	0
ENSG00000270401.1	ENSG00000270401	0	0	0	0	0	0
ENSG00000270402.1	ENSG00000270402	1	0	0	2	0	1
ENSG00000270405.1	ENSG00000270405	0	0	0	0	0	0
ENSG00000270411.1	ENSG00000270411	0	0	0	0	0	0
ENSG00000270412.1	ENSG00000270412	0	0	0	0	0	0
ENSG00000270413.1	ENSG00000270413	0	0	0	0	0	0
ENSG00000270415.1	DPPA3P3	0	0	0	0	0	0
ENSG00000270416.2	REXO1L4P	0	0	0	0	0	0
ENSG00000270422.1	ENSG00000270422	0	0	0	0	0	0
ENSG00000270425.1	ENSG00000270425	0	0	0	0	0	0
ENSG00000270430.1	ENSG00000270430	0	0	0	0	0	0
ENSG00000270432.1	OR7E108P	0	0	0	0	0	0
ENSG00000270434.1	ENSG00000270434	0	0	0	0	0	0
ENSG00000270435.1	ENSG00000270435	0	0	0	0	0	0
ENSG00000270437.1	ENSG00000270437	0	0	0	0	0	0
ENSG00000270440.1	ENSG00000270440	0	0	0	0	0	0
ENSG00000270441.1	LAMB2P1	8	5	8	8	6	3
ENSG00000270442.1	ENSG00000270442	0	0	0	0	0	0
ENSG00000270443.1	ENSG00000270443	0	0	0	0	0	0
ENSG00000270444.1	AZU1P1	0	0	0	0	0	0
ENSG00000270445.1	COPS5P2	0	0	0	2	0	0
ENSG00000270446.1	RPL34P36	0	0	0	0	0	0
ENSG00000270447.1	ENSG00000270447	0	0	0	0	0	0
ENSG00000270449.1	ENSG00000270449	0	0	0	0	0	0
ENSG00000270450.1	IGKV2OR2-7	0	0	0	0	0	0
ENSG00000270451.1	IGHD4OR15-4B	0	0	0	0	0	0
ENSG00000270455.1	PABPC1P5	0	0	0	0	0	0
ENSG00000270456.1	ENSG00000270456	0	0	0	0	0	0
ENSG00000270458.1	ENSG00000270458	0	0	0	0	0	0
ENSG00000270460.1	ENSG00000270460	1	1	4	2	7	7
ENSG00000270467.1	IGHV3OR16-12	0	0	0	0	0	0
ENSG00000270469.1	ENSG00000270469	0	0	0	0	0	1
ENSG00000270470.1	ENSG00000270470	0	0	0	0	0	0
ENSG00000270472.3	IGHV3OR16-9	0	0	0	0	0	0
ENSG00000270474.2	IGHV3-29	0	0	0	0	0	0
ENSG00000270475.1	ENSG00000270475	0	0	0	0	0	0
ENSG00000270477.1	ENSG00000270477	0	0	0	0	0	0
ENSG00000270479.1	BNIP3P37	0	0	0	0	0	0
ENSG00000270482.1	ENSG00000270482	1	4	0	1	1	2
ENSG00000270484.1	ENSG00000270484	0	0	0	0	0	0
ENSG00000270488.1	ENSG00000270488	0	0	0	0	0	0
ENSG00000270490.1	ENSG00000270490	3	3	0	1	1	0
ENSG00000270491.1	ENSG00000270491	0	0	0	0	0	0
ENSG00000270492.1	ENSG00000270492	0	0	0	0	0	0
ENSG00000270493.1	ENSG00000270493	0	0	0	0	0	0
ENSG00000270494.1	ENSG00000270494	0	0	0	0	0	0
ENSG00000270495.1	ENSG00000270495	0	0	0	0	0	0
ENSG00000270496.1	BNIP3P7	0	0	0	0	0	0
ENSG00000270497.1	ENSG00000270497	0	0	0	0	0	0
ENSG00000270500.1	COX6CP4	0	0	0	0	0	0
ENSG00000270505.1	IGHV1OR15-1	0	0	0	0	0	0
ENSG00000270509.1	ENSG00000270509	0	0	0	0	0	0
ENSG00000270512.1	ENSG00000270512	0	0	0	0	0	0
ENSG00000270513.1	ENSG00000270513	0	0	0	0	0	0
ENSG00000270516.1	ENSG00000270516	0	0	0	0	0	0
ENSG00000270518.2	ENSG00000270518	0	0	0	0	0	0
ENSG00000270521.1	ENSG00000270521	1	0	0	1	0	0
ENSG00000270522.1	ENSG00000270522	0	0	0	0	0	0
ENSG00000270524.1	QTRT1P1	0	0	0	0	0	0
ENSG00000270533.2	ENSG00000270533	5	4	4	5	11	5
ENSG00000270535.1	ELOCP34	0	0	0	0	0	0
ENSG00000270538.1	ENSG00000270538	0	0	0	0	0	0
ENSG00000270540.1	ENSG00000270540	4	1	0	0	0	3
ENSG00000270541.1	ENSG00000270541	0	0	0	0	0	0
ENSG00000270542.1	ENSG00000270542	0	0	0	0	0	0
ENSG00000270547.6	LINC01235	0	0	0	0	0	0
ENSG00000270550.1	IGHV3-30	0	0	0	0	0	0
ENSG00000270552.1	DUXAP3	0	0	0	0	0	0
ENSG00000270557.1	ENSG00000270557	1	3	0	5	9	4
ENSG00000270558.1	ENSG00000270558	17	12	9	23	21	31
ENSG00000270569.1	ENSG00000270569	4	0	0	0	0	0
ENSG00000270570.1	ENSG00000270570	0	0	0	0	0	0
ENSG00000270571.2	ENSG00000270571	10	27	9	5	2	6
ENSG00000270576.1	ENSG00000270576	0	0	0	0	0	0
ENSG00000270578.1	ENSG00000270578	0	0	0	0	0	1
ENSG00000270583.1	ENSG00000270583	0	0	0	0	0	0
ENSG00000270584.1	ENSG00000270584	0	0	0	0	0	0
ENSG00000270587.1	FAM136DP	34	21	32	12	11	29
ENSG00000270588.1	ENSG00000270588	0	0	0	0	0	0
ENSG00000270593.1	ENSG00000270593	0	0	0	0	0	0
ENSG00000270598.1	ENSG00000270598	0	0	0	0	0	0
ENSG00000270601.5	PRAMEF5	0	0	0	0	0	0
ENSG00000270610.1	ENSG00000270610	0	0	0	0	0	0
ENSG00000270611.1	ENSG00000270611	0	0	0	0	0	0
ENSG00000270618.1	ENSG00000270618	0	0	0	0	0	0
ENSG00000270619.1	ENSG00000270619	0	0	0	0	0	0
ENSG00000270623.1	SPCS2P2	0	0	0	0	0	0
ENSG00000270624.1	ENSG00000270624	0	0	0	0	0	0
ENSG00000270625.1	NUDT19P6	0	0	0	0	0	0
ENSG00000270627.1	ENSG00000270627	0	0	0	0	0	0
ENSG00000270631.1	ENSG00000270631	0	0	0	0	0	0
ENSG00000270638.1	ENSG00000270638	12	2	13	4	4	3
ENSG00000270639.1	ECM1P1	0	0	0	0	0	0
ENSG00000270641.1	TSIX	0	0	0	0	0	1
ENSG00000270646.1	ENSG00000270646	0	0	0	0	0	0
ENSG00000270648.1	CYP2C61P	0	0	0	0	0	0
ENSG00000270654.1	NUTF2P8	0	0	0	0	0	0
ENSG00000270655.1	ENSG00000270655	1	0	0	0	0	0
ENSG00000270659.2	ENSG00000270659	14	1	4	6	1	3
ENSG00000270665.1	HNRNPA1P67	0	0	0	0	1	0
ENSG00000270666.1	ENSG00000270666	0	0	0	0	0	0
ENSG00000270669.1	ENSG00000270669	0	0	0	0	0	0
ENSG00000270670.1	MARK2P16	0	0	0	0	0	0
ENSG00000270677.1	RACK1P2	0	0	0	0	0	0
ENSG00000270678.1	ENSG00000270678	0	0	0	0	0	0
ENSG00000270680.1	ENSG00000270680	0	0	0	0	0	0
ENSG00000270683.1	GARIN3P1	0	0	0	0	0	0
ENSG00000270685.1	IGHV1OR15-6	0	0	0	0	0	0
ENSG00000270688.1	ENSG00000270688	1	0	0	0	0	0
ENSG00000270689.1	BUD13P1	1	1	0	0	0	0
ENSG00000270691.2	ENSG00000270691	0	0	0	0	0	0
ENSG00000270695.1	ENSG00000270695	0	0	0	0	0	0
ENSG00000270697.1	ENSG00000270697	0	0	0	0	0	0
ENSG00000270698.1	ENSG00000270698	0	0	0	0	0	0
ENSG00000270699.1	ENSG00000270699	0	0	0	0	0	0
ENSG00000270705.1	ENSG00000270705	0	0	0	0	0	0
ENSG00000270709.1	UFM1P1	0	0	0	0	0	0
ENSG00000270712.1	ENSG00000270712	0	0	0	0	0	0
ENSG00000270713.1	ENSG00000270713	0	0	0	0	0	0
ENSG00000270714.1	MICOS10P2	0	0	1	0	0	0
ENSG00000270716.1	BNIP3P15	0	0	0	0	0	0
ENSG00000270718.1	ENSG00000270718	0	0	0	0	0	0
ENSG00000270719.1	ENSG00000270719	0	0	0	0	0	0
ENSG00000270720.1	ENSG00000270720	0	3	8	0	6	0
ENSG00000270725.1	ENSG00000270725	0	0	0	0	0	0
ENSG00000270726.6_PAR_Y	ENSG00000270726	0	0	0	0	0	0
ENSG00000270727.1	ENSG00000270727	0	0	0	0	0	0
ENSG00000270729.1	CAPZA1P5	0	0	0	0	0	0
ENSG00000270736.1	ENSG00000270736	0	0	0	0	0	0
ENSG00000270741.1	PRELID3BP8	0	0	1	0	0	0
ENSG00000270745.1	ENSG00000270745	0	0	0	0	0	0
ENSG00000270747.1	S100A11P9	0	0	0	0	0	0
ENSG00000270748.1	IGKV2OR2-1	0	0	0	0	0	0
ENSG00000270749.1	ENSG00000270749	0	0	0	0	0	0
ENSG00000270753.1	ENSG00000270753	0	0	0	0	0	0
ENSG00000270754.1	NEK4P3	0	0	0	0	0	0
ENSG00000270755.1	ENSG00000270755	0	0	3	0	0	0
ENSG00000270759.1	OOEPP1	0	0	0	0	0	0
ENSG00000270762.1	FXYD6P1	0	0	0	0	0	0
ENSG00000270763.1	DDX43P2	0	0	0	0	0	0
ENSG00000270765.7	GAS2L2	2	4	1	3	5	2
ENSG00000270766.1	ENSG00000270766	0	0	0	0	0	0
ENSG00000270767.1	ENSG00000270767	0	0	0	0	0	0
ENSG00000270771.1	ENSG00000270771	0	0	0	0	0	0
ENSG00000270773.1	ENSG00000270773	1	6	2	0	0	0
ENSG00000270777.1	ENSG00000270777	0	0	0	0	0	0
ENSG00000270778.1	BUB1P1	0	0	0	0	0	0
ENSG00000270779.1	ENSG00000270779	0	0	0	0	0	0
ENSG00000270789.1	ENSG00000270789	0	0	0	1	0	0
ENSG00000270790.1	ENSG00000270790	0	0	0	0	0	0
ENSG00000270791.1	DPRXP6	0	0	0	0	0	0
ENSG00000270793.1	LLPHP1	0	0	0	0	0	0
ENSG00000270794.1	ENSG00000270794	0	0	0	0	0	0
ENSG00000270797.1	ENSG00000270797	0	0	1	0	0	0
ENSG00000270806.2	C17orf50	0	0	0	3	6	0
ENSG00000270807.1	ENSG00000270807	0	0	0	0	0	0
ENSG00000270811.1	ENSG00000270811	3	0	0	0	0	0
ENSG00000270812.1	ENSG00000270812	0	0	0	0	0	0
ENSG00000270815.1	ENSG00000270815	0	0	0	0	0	0
ENSG00000270816.6	LINC00221	0	0	0	0	0	0
ENSG00000270818.1	ENSG00000270818	0	0	0	0	0	0
ENSG00000270824.1	IGHD5OR15-5B	0	0	0	0	0	0
ENSG00000270826.1	USP37P1	0	0	0	0	0	0
ENSG00000270828.1	ENSG00000270828	0	0	0	0	0	0
ENSG00000270829.1	ENSG00000270829	0	0	0	0	1	0
ENSG00000270830.1	ENSG00000270830	0	0	0	0	0	0
ENSG00000270831.1	NF1P1	0	0	0	0	0	0
ENSG00000270835.2	ENSG00000270835	0	0	0	0	0	0
ENSG00000270837.1	HNRNPDLP4	0	0	0	0	0	0
ENSG00000270838.1	ENSG00000270838	0	0	0	0	0	0
ENSG00000270849.1	CHCHD2P3	0	0	0	0	0	0
ENSG00000270850.1	ENSG00000270850	0	0	0	0	0	0
ENSG00000270852.1	ENSG00000270852	0	0	0	0	0	0
ENSG00000270855.1	ATP7BP1	0	0	0	0	0	0
ENSG00000270856.1	ENSG00000270856	0	0	0	0	0	0
ENSG00000270858.1	VDAC1P5	0	0	0	0	0	0
ENSG00000270859.1	ENSG00000270859	0	0	0	0	0	0
ENSG00000270861.1	ENSG00000270861	0	0	0	2	0	1
ENSG00000270863.1	DDX55P1	0	0	0	0	0	0
ENSG00000270864.1	IGHV3OR16-6	0	0	0	0	0	0
ENSG00000270865.1	RPL12P48	0	0	0	0	0	0
ENSG00000270866.1	ENSG00000270866	0	0	0	0	0	0
ENSG00000270883.1	ENSG00000270883	1	0	0	0	0	0
ENSG00000270885.2	RASL10B	6	4	1	35	14	23
ENSG00000270891.1	ENSG00000270891	0	0	0	0	0	0
ENSG00000270892.1	ENSG00000270892	0	0	1	0	0	0
ENSG00000270897.1	ENSG00000270897	0	0	0	0	0	0
ENSG00000270902.1	ENSG00000270902	0	0	0	0	0	0
ENSG00000270904.1	ATP6V1G1P5	0	0	0	0	0	0
ENSG00000270906.1	MTND4P35	0	0	0	0	0	0
ENSG00000270914.1	ENSG00000270914	0	0	0	0	0	0
ENSG00000270916.1	RPL12P50	0	0	0	0	0	0
ENSG00000270920.1	MCRIP2P2	0	0	0	0	0	0
ENSG00000270921.1	CICP23	0	0	0	2	0	0
ENSG00000270924.1	ENSG00000270924	0	0	0	0	0	0
ENSG00000270927.1	ENSG00000270927	0	0	0	0	0	0
ENSG00000270929.1	SRD5A3P1	0	0	0	0	0	0
ENSG00000270930.1	GRAMD4P8	0	0	0	0	0	0
ENSG00000270933.1	ENSG00000270933	0	0	0	0	0	0
ENSG00000270934.1	ENSG00000270934	0	0	0	0	0	0
ENSG00000270935.1	ENSG00000270935	0	0	0	0	0	0
ENSG00000270937.1	ENSG00000270937	0	0	0	0	0	0
ENSG00000270938.1	RAP2CP1	0	0	0	0	0	0
ENSG00000270945.1	HSPE1P7	0	0	0	0	0	0
ENSG00000270946.6	CT45A9	0	0	0	0	0	0
ENSG00000270947.1	ENSG00000270947	0	0	0	0	0	0
ENSG00000270948.1	MTDHP1	0	8	0	0	3	3
ENSG00000270957.1	ENSG00000270957	0	0	0	0	0	0
ENSG00000270960.1	ENSG00000270960	0	0	0	0	0	0
ENSG00000270961.1	IGHD5OR15-5A	0	0	0	0	0	0
ENSG00000270962.1	ENSG00000270962	0	0	0	0	0	0
ENSG00000270965.1	NTAN1P1	0	0	0	0	0	0
ENSG00000270969.1	ENSG00000270969	0	0	0	0	0	0
ENSG00000270971.2	REXO1L8P	0	0	0	0	0	0
ENSG00000270972.1	ENSG00000270972	0	1	0	0	0	0
ENSG00000270973.1	SMARCE1P7	0	0	0	0	0	0
ENSG00000270975.1	MAGOH3P	2	1	0	0	0	0
ENSG00000270976.1	ENSG00000270976	0	0	0	0	0	0
ENSG00000270977.2	ENSG00000270977	62	13	25	16	23	10
ENSG00000270978.1	ENSG00000270978	0	0	0	0	0	0
ENSG00000270980.1	ENSG00000270980	0	0	0	0	0	0
ENSG00000270982.1	ENSG00000270982	0	0	0	0	0	0
ENSG00000270987.1	ENSG00000270987	1	0	0	0	0	0
ENSG00000270989.1	ENSG00000270989	0	0	0	0	0	0
ENSG00000270990.1	ENSG00000270990	0	0	0	0	0	0
ENSG00000270992.1	ENSG00000270992	0	0	0	0	0	0
ENSG00000270997.1	ENSG00000270997	0	0	0	0	0	0
ENSG00000270999.1	IGKV1OR2-118	0	0	0	0	0	0
ENSG00000271002.1	ENSG00000271002	9	2	1	4	3	1
ENSG00000271003.1	ENSG00000271003	0	0	0	0	0	0
ENSG00000271005.1	CTHRC1P1	0	0	0	0	0	0
ENSG00000271010.1	ENSG00000271010	0	0	0	0	0	0
ENSG00000271013.1	LRRC37A9P	25	3	18	6	10	9
ENSG00000271015.1	IGKV2OR2-7D	0	0	0	0	0	0
ENSG00000271018.1	ENSG00000271018	0	0	0	0	0	1
ENSG00000271021.1	ENSG00000271021	6	0	3	0	1	1
ENSG00000271022.1	ENSG00000271022	0	0	0	0	0	0
ENSG00000271024.1	HSPE1P19	0	0	0	0	0	0
ENSG00000271026.1	KATNBL1P1	0	0	0	0	0	0
ENSG00000271027.1	ENSG00000271027	0	0	0	0	0	0
ENSG00000271028.1	ENSG00000271028	0	0	0	0	0	0
ENSG00000271029.1	ENSG00000271029	0	0	0	0	0	1
ENSG00000271034.1	ENSG00000271034	0	0	0	0	0	0
ENSG00000271035.1	ENSG00000271035	0	0	0	0	0	0
ENSG00000271036.1	CLPTM1LP1	0	0	0	0	0	0
ENSG00000271041.1	ENSG00000271041	0	0	0	0	0	0
ENSG00000271042.1	ENSG00000271042	0	0	0	0	0	0
ENSG00000271044.1	ENSG00000271044	0	0	0	0	0	0
ENSG00000271045.1	NDUFB9P1	0	0	0	0	0	0
ENSG00000271046.1	ENSG00000271046	0	0	0	0	0	0
ENSG00000271047.1	ENSG00000271047	0	0	0	0	0	0
ENSG00000271053.1	ENSG00000271053	0	0	0	0	0	0
ENSG00000271056.1	MRPS22P1	0	0	0	0	0	0
ENSG00000271057.1	ENSG00000271057	0	0	0	0	0	0
ENSG00000271070.1	GMCL1P2	0	0	0	0	0	0
ENSG00000271071.1	ENSG00000271071	0	0	0	0	0	0
ENSG00000271074.1	ENSG00000271074	0	0	0	0	0	0
ENSG00000271077.1	PER3P1	0	0	0	0	0	0
ENSG00000271078.1	ENSG00000271078	0	0	0	0	0	0
ENSG00000271079.1	CTAGE15	0	0	0	0	0	0
ENSG00000271086.7	NAMA	0	0	0	0	0	0
ENSG00000271088.1	ENSG00000271088	0	0	0	0	0	0
ENSG00000271093.1	IGLCOR22-2	0	0	0	1	0	0
ENSG00000271094.1	ENSG00000271094	0	0	0	0	0	0
ENSG00000271095.1	BNIP3P28	0	0	0	0	0	0
ENSG00000271097.1	DBF4P3	0	0	0	0	0	0
ENSG00000271099.1	ENSG00000271099	0	0	0	0	0	0
ENSG00000271101.1	ENSG00000271101	0	0	4	0	0	0
ENSG00000271109.2	ENSG00000271109	0	0	0	0	0	0
ENSG00000271111.1	ENSG00000271111	0	0	0	0	0	0
ENSG00000271114.1	ENSG00000271114	0	0	0	0	0	0
ENSG00000271115.1	EIF2S2P7	0	0	0	0	0	0
ENSG00000271117.1	ENSG00000271117	0	0	0	0	0	0
ENSG00000271118.1	ENSG00000271118	0	0	0	0	0	0
ENSG00000271123.1	ELOCP5	0	0	0	0	0	0
ENSG00000271128.1	ENSG00000271128	0	0	0	0	0	0
ENSG00000271130.1	IGHV3OR16-8	0	0	0	0	0	0
ENSG00000271131.1	PPIAP75	0	0	0	0	0	0
ENSG00000271133.7	ITGB8-AS1	0	0	0	1	0	1
ENSG00000271134.1	IFITM3P9	0	0	0	0	0	0
ENSG00000271136.1	ENSG00000271136	0	0	0	0	0	0
ENSG00000271138.1	IGLVIVOR22-1	0	0	0	1	0	0
ENSG00000271140.1	PRR20FP	0	0	0	0	0	0
ENSG00000271143.1	ENSG00000271143	0	0	0	0	0	0
ENSG00000271148.1	ENSG00000271148	0	0	0	0	0	0
ENSG00000271149.1	ENSG00000271149	0	0	0	0	0	0
ENSG00000271150.1	ENSG00000271150	0	0	0	0	0	0
ENSG00000271151.1	ENSG00000271151	1	2	6	2	0	4
ENSG00000271153.1	RPL23AP88	0	0	0	0	0	0
ENSG00000271154.1	ENSG00000271154	0	0	0	0	0	0
ENSG00000271155.1	ENSG00000271155	1	0	0	0	0	0
ENSG00000271156.1	ENSG00000271156	4	0	5	4	0	6
ENSG00000271157.1	ENSG00000271157	0	0	0	0	0	0
ENSG00000271158.1	WDR4P1	0	0	0	0	0	0
ENSG00000271162.1	ENSG00000271162	0	0	0	0	0	0
ENSG00000271163.1	ENSG00000271163	0	0	0	0	0	0
ENSG00000271167.1	LINC01109	0	1	0	0	0	0
ENSG00000271171.3	LINC00904	0	0	0	0	0	0
ENSG00000271173.1	SPRING1P1	0	0	0	0	0	0
ENSG00000271174.1	ENSG00000271174	0	0	0	0	0	0
ENSG00000271175.1	ENSG00000271175	0	0	0	0	0	0
ENSG00000271177.1	ENSG00000271177	0	0	0	0	0	0
ENSG00000271178.1	IGHV3OR16-13	0	0	0	0	0	0
ENSG00000271179.1	ENSG00000271179	0	0	0	0	0	0
ENSG00000271184.1	ENSG00000271184	0	0	0	0	0	0
ENSG00000271187.1	ENSG00000271187	0	0	0	0	0	0
ENSG00000271190.1	RPP40P2	0	0	0	0	0	0
ENSG00000271194.1	RNF138P2	0	0	0	0	0	0
ENSG00000271195.1	ENSG00000271195	0	0	0	0	0	0
ENSG00000271198.1	VDAC3P1	3	0	5	0	0	1
ENSG00000271201.1	ENSG00000271201	0	0	0	0	0	0
ENSG00000271202.1	PRR13P7	0	0	0	0	0	0
ENSG00000271205.1	ENSG00000271205	0	0	0	0	0	0
ENSG00000271207.1	MTCO1P22	0	0	0	0	0	0
ENSG00000271209.1	BRDTP1	0	0	0	0	0	0
ENSG00000271211.1	ENSG00000271211	0	0	0	0	0	0
ENSG00000271214.1	ENSG00000271214	0	0	0	0	0	0
ENSG00000271216.2	LINC01050	0	0	0	0	0	0
ENSG00000271219.1	ENSG00000271219	0	0	0	0	0	0
ENSG00000271222.1	ENSG00000271222	0	0	0	0	0	0
ENSG00000271225.1	BNIP3P4	0	0	0	0	0	0
ENSG00000271227.1	SREK1IP1P2	0	0	0	0	0	0
ENSG00000271230.1	ENSG00000271230	0	0	0	0	0	0
ENSG00000271231.1	KRT18P9	0	0	0	0	0	0
ENSG00000271232.1	CARS1P1	0	0	0	0	0	0
